corpusname,corpusidnumeric,personname,ethnicity,gender
Perinthos-Herakleia,80061,12290,,
IK Byzantion,95175,15095,,
IG Bulg 2,30562,2179|3262,,
"IG Bulg 3,2",51849,554,,
IG Bulg 1(2),20022,3891,,
IG Bulg 4,62114,7445,,
"IG Bulg 3,2",51690,1194,,
"IG Bulg 3,1",41517,2189,,
IG Bulg 5,75011,719,,
I Aeg Thrace,10097,3891,,
I Aeg Thrace,10141,819,,
IG Bulg 4,62241,10906,,
Other,100162,2189|16023,,
Perinthos-Herakleia,80095,2176|2458|2261,,
"IG Bulg 3,2",51731,280,,
I Aeg Thrace,10212,2287,,
IK Byzantion,95226,101,,
Perinthos-Herakleia,80024,6677|12036,,
IG Bulg 1(2),20150,3541,,
"IG Bulg 3,2",51616,3891,,
I Aeg Thrace,10095,3891,,
IG Bulg 1(2),20014.2,2189|2582,,
"IG Bulg 3,1",41516,3264,,
IG Bulg 2,30797,2176|2185|2656,,
IK Byzantion,95091,7931,,
"IG Bulg 3,1",41543,11,,
IG Bulg 5,75739,2412,,
IK Sestos,90060,14099,,
"IG Bulg 3,2",51705,8091|3149|2658,,
IK Byzantion,95034,2173|2458,,
Other,100148,16315,,
IG Bulg 2,30751,2719,,
IG Bulg 5,75569,2211|5115,,
I Aeg Thrace,10105,1512,,
IG Bulg 1(2),20153,867,,
"IG Bulg 3,2",51761,4328,,
Perinthos-Herakleia,80056,3262|6678,,
"IG Bulg 3,2",51593,696,,
I Aeg Thrace,10381,1157,,
"IG Bulg 3,1",40906,2175|2206|2261|3325|8075,,
IG Bulg 4,62192,826,,
IG Bulg 5,75599,6506|13515,,
IG Bulg 1(2),20037.2,2287,,
Other,100381,16512,,
IG Bulg 1(2),20061,2179|2991|2992,,
"IG Bulg 3,1",41021,9647|1204,,
I Aeg Thrace,10394,2189|2287,,
IG Bulg 1(2),20064.2,2177|2181|3005,,
I Aeg Thrace,10442,3403,,
IG Bulg 4,62337,1403,,
Other,100278,16085,,
"IG Bulg 3,1",41408,959,,
IG Bulg 4,62270,7263|9219,,
"IG Bulg 3,2",51690,7844,,
IK Byzantion,95374,1134,,
"IG Bulg 3,1",40884,4437,,
IG Bulg 4,62245,816,,
IG Bulg 5,75293,2181,,
IG Bulg 5,75103,568,,
IK Byzantion,95028,175,,
IG Bulg 1(2),20132,842,,
IG Bulg 5,75813,12679,,
IG Bulg 1(2),20308.3,105,,
"IG Bulg 3,1",41007,2189|9528,,
IG Bulg 5,75433,2211|611,,
IK Byzantion,96041,1183,,
IG Bulg 4,62336,4608,,
I Aeg Thrace,10071,3960|1529,,
IG Bulg 2,30760,5368|7022,,
I Aeg Thrace,10088,524|603,,
IG Bulg 1(2),20013,2173|2185,,
IG Bulg 1(2),20178,1529,,
"IG Bulg 3,1",40903,2173|59,,
IK Sestos,90058,14087,,
IG Bulg 2,30503,4413|4417|4421,,
IG Bulg 5,75334,2175|2189|3674,,
IK Byzantion,95278,15295,,
IG Bulg 2,30710,3732|2458,,
IG Bulg 5,75918,1403,,
IG Bulg 1(2),20261,20,,
"IG Bulg 3,2",51767,2234,,
IG Bulg 4,62280,11294,,
Perinthos-Herakleia,80291,12009,,
IG Bulg 1(2),20014,2189|1649,,
"IG Bulg 3,1",41516,7479,,
IG Bulg 5,75339,4608,,
IG Bulg 1(2),20047.2,2189|2269,,
IK Byzantion,95276,3412|15301,,
I Aeg Thrace,10212,1124,,
"IG Bulg 3,1",41377,1194,,
IK Byzantion,95315,15391,,
"IG Bulg 3,2",51624,2173|6825|6827,,
"IG Bulg 3,1",40884,2189|7667,,
"IG Bulg 3,1",40890,2189,,
I Aeg Thrace,10382,4680,,
IK Byzantion,95371,14118,,
IG Bulg 5,75779,727,,
IG Bulg 1(2),20050,3891,,
Perinthos-Herakleia,80218,12869,,
"IG Bulg 3,2",51621,1175,,
"IG Bulg 3,1",41538,2176|11206|6622,,
IG Bulg 4,62336,812,,
IG Bulg 1(2),20401,469,,
IG Bulg 5,75300,1085,,
"IG Bulg 3,2",51588,2175|2206|2261,,
I Aeg Thrace,10265,182,,
Perinthos-Herakleia,80184,12796,,
"IG Bulg 3,1",41517,2188|1376,,
IG Bulg 1(2),20177.3,291,,
IG Bulg 1(2),20407,5856,,
"IG Bulg 3,1",40976,8475,,
IK Byzantion,95314,12508,,
Perinthos-Herakleia,80113,2189|335,,
IG Bulg 2,30620,2609|4941,,
Other,100416,2246,,
IG Bulg 4,62192,850,,
I Aeg Thrace,10060,928,,
"IG Bulg 3,1",40920,1658|7963,,
IG Bulg 5,75717,1508,,
Perinthos-Herakleia,80108,2997|12460|12461,,
IK Byzantion,95248,15239,,
IG Bulg 5,75827,497|1661,,
IK Sestos,90038,1493,,
"IG Bulg 3,2",51690,247,,
IG Bulg 1(2),20047.2,2189|635,,
"IG Bulg 3,2",51690,1194,,
I Aeg Thrace,10347,715,,
IG Bulg 1(2),20127,3383,,
IG Bulg 1(2),20047,2189|1645,,
Perinthos-Herakleia,80312,2189|13076,,
Perinthos-Herakleia,80218,1642,,
IG Bulg 2,30622,2429,,
IG Bulg 1(2),20047,2189,,
IG Bulg 1(2),20357,2189,,
IG Bulg 1(2),20154,1449,,
IG Bulg 5,75580,13485|684,,
IG Bulg 4,61902,2175|2189|3674,,
IG Bulg 1(2),20094,942,,
IG Bulg 4,62286,1403,,
IK Byzantion,95037,1133,,
IG Bulg 1(2),20259,5964,,
I Aeg Thrace,10212,473,,
IG Bulg 1(2),20047.2,2189|2287,,
"IG Bulg 3,1",41202,2189|781,,
"IG Bulg 3,2",51796,2176|2412,,
Other,100361,2174,,
IG Bulg 2,30765,1441,,
"IG Bulg 3,2",51588,2176|2189|2609,,
Other,100184,3015,,
IG Bulg 4,62028,442,,
I Aeg Thrace,10133,1228,,
IG Bulg 5,75692,2176|2458|683,,
IG Bulg 1(2),20058,794,,
"IG Bulg 3,1",41152,4437,,
Perinthos-Herakleia,80016,6867,,
IG Bulg 2,30604,2358,,
IG Bulg 5,75244,2173|11933,,
IG Bulg 5,75229,2176,,
I Aeg Thrace,10279,1133,,
IG Bulg 5,75924,2215|605,,
I Aeg Thrace,10199,1152,,
IG Bulg 5,75894,13798|2719,,
Other,100114,1522,,
I Aeg Thrace,10147,4136,,
IG Bulg 1(2),20103,324,,
IG Bulg 5,75688,3589,,
IG Bulg 2,30497,1183,,
I Aeg Thrace,10343,4623,,
"IG Bulg 3,2",51827,7711|7713|7714,,
IG Bulg 1(2),20031,2287,,
Other,100149,2722,,
"IG Bulg 3,1",41448,2188|10835,,
I Aeg Thrace,10013,1284,,
IG Bulg 2,30755,2189|1196,,
"IG Bulg 3,2",51690,247,,
IG Bulg 1(2),20046,134,,
"IG Bulg 3,2",51835,2189|2229,,
Other,100084,135,,
IG Bulg 1(2),20119,5819,,
I Aeg Thrace,10251,729,,
IG Bulg 5,75236,11892,,
I Aeg Thrace,10018,2173|2348|2349,,
IG Bulg 2,30685,2541,,
"IG Bulg 3,1",41517,2189|955,,
IG Bulg 5,75745,2176,,
I Aeg Thrace,10433,2175|2206|2261|3325|8075,,
"IG Bulg 3,2",51707,8091|3149|2658,,
IG Bulg 1(2),20260,2215,,
IK Byzantion,95261,15259,,
Other,100291,3891,,
"IG Bulg 3,2",51831,585,,
Perinthos-Herakleia,80037,12077|716,,
IK Byzantion,95198,2176|2185|2929,,
IG Bulg 1(2),20047.2,2189|1308,,
I Aeg Thrace,10212,2287,,
"IG Bulg 3,1",41542,274,,
I Aeg Thrace,10482,1074,,
IG Bulg 5,75230,2176,,
I Aeg Thrace,10093,2173|2480,,
Perinthos-Herakleia,80063,433,,
IG Bulg 1(2),20389,998,,
IK Byzantion,95133,15015,,
"IG Bulg 3,1",41371,2211|7427,,
IG Bulg 1(2),20140,792,,
"IG Bulg 3,2",51833,8526,,
"IG Bulg 3,1",41132,2196|1562,,
IK Byzantion,95205,810,,
IG Bulg 1(2),20078.3,141,,
IG Bulg 4,61925,3891,,
IG Bulg 4,62074,456,,
IG Bulg 1(2),20047,2189|1708,,
IG Bulg 5,75265,2181|1223,,
Other,100233,15962,,
IG Bulg 4,62336,3891,,
IG Bulg 5,75465,7091,,
IG Bulg 5,75464,683,,
"IG Bulg 3,1",41517,2189,,
IG Bulg 2,30499,3107,,
IG Bulg 4,62323,812,,
Other,100186,3891,,
IK Byzantion,95317,2173,,
Other,100292,2175|8925|8926,,
"IG Bulg 3,2",51690,519,,
IG Bulg 5,75011,1184|11630,,
"IG Bulg 3,1",41107,1194,,
IG Bulg 2,30642,3734|1134,,
IG Bulg 1(2),20101,3367,,
"IG Bulg 3,1",40902,2175|2189|3146,,
IG Bulg 4,62268,2177|2181|11245,,
IG Bulg 2,30730,2189|440,,
IG Bulg 4,62192,4399,,
IG Bulg 1(2),20139.2,685,,
IG Bulg 5,75160,2189,,
"IG Bulg 3,2",51570,2429|1196,,
Perinthos-Herakleia,80204,12835,,
IG Bulg 4,61957,9133,,
"IG Bulg 3,2",51590,2189|5978|6848|1587,,
IG Bulg 2,30823,56,,
I Aeg Thrace,10398,3072,,
IG Bulg 1(2),20126,784,,
Other,100144,2173,,
IG Bulg 1(2),20184,1724,,
IG Bulg 4,61992,2176|2189|2261|56|6656,,
IG Bulg 1(2),20223,1767,,
IG Bulg 2,30827,2626|2715,,
IG Bulg 4,62024,2175|2206|2261|3325|8075,,
IG Bulg 2,30594,2176|3303|3304,,
Other,100371,2175|2206|2261|3325|8075,,
I Aeg Thrace,10248,3891,,
I Aeg Thrace,10268,4479,,
I Aeg Thrace,10280,2210|139,,
IG Bulg 4,62033,2173|2458|3146|2241,,
"IG Bulg 3,1",41516,11086,,
IG Bulg 4,62322,5078,,
"IG Bulg 3,1",41128,9836,,
"IG Bulg 3,2",51885,1484,,
"IG Bulg 3,1",41277,2189|6156,,
"IG Bulg 3,1",41117,2412|374,,
"IG Bulg 3,1",41193,2179|2211|10044,,
IG Bulg 1(2),20191,3391,,
IG Bulg 5,75822,9026,,
"IG Bulg 3,2",51699,2176|2189|2609,,
IG Bulg 4,62283.2,6019,,
IG Bulg 4,62214,2229,,
IG Bulg 1(2),20401,8283,,
IK Byzantion,95360,356,,
I Aeg Thrace,10392,4699,,
Perinthos-Herakleia,80308,13063,,
IG Bulg 5,75004,2657|2658,,
IG Bulg 2,30699,2181|1181,,
IG Bulg 1(2),20171,5475,,
IG Bulg 1(2),20063,2997|2998,,
IK Byzantion,95035,2177|14320|14321|1095,,
IK Byzantion,96023,12518,,
IG Bulg 4,62252,2189|1403,,
"IG Bulg 3,1",41396,1195,,
IG Bulg 2,30544,2677,,
I Aeg Thrace,10206,4220,,
"IG Bulg 3,2",51864,3891,,
IG Bulg 1(2),20273,1073,,
"IG Bulg 3,2",51838,2189|1196,,
IG Bulg 5,75252,631,,
IG Bulg 5,75280,2176|2196,,
IG Bulg 5,75589,9332,,
IG Bulg 1(2),20047.2,2189|1009,,
Perinthos-Herakleia,80071,907,,
Other,100075,1642,,
Perinthos-Herakleia,80009,11998,,
IG Bulg 2,30559,3266|4874,,
Other,100347,2211|16266|2241,,
IG Bulg 1(2),20013,53,,
IG Bulg 1(2),20395,1253,,
Perinthos-Herakleia,80046,12111,,
IG Bulg 1(2),20044,1702,,
IG Bulg 1(2),20035,228,,
IK Byzantion,95061,1093,,
"IG Bulg 3,2",51709,1689,,
IK Byzantion,95249,15243,,
"IG Bulg 3,1",41517,2189|506,,
"IG Bulg 3,2",51690,1194,,
I Aeg Thrace,10404,12,,
Perinthos-Herakleia,80065,1150,,
"IG Bulg 3,2",51583,212,,
IK Sestos,90064,2173|2458|2252,,
I Aeg Thrace,10052,978,,
IG Bulg 4,61957,335,,
IG Bulg 2,30694,1194,,
IK Sestos,90011,2179|2211|457,,
IG Bulg 4,62012,2176|2189|2609,,
IG Bulg 4,62121,2460,,
IG Bulg 2,30659,2176|2189|2609,,
IG Bulg 5,75888,5978,,
IK Byzantion,95296,2189|15346,,
IG Bulg 5,75883,13767,,
IG Bulg 4,62023,9411|2176,,
IK Byzantion,95282,15278,,
I Aeg Thrace,10054,646,,
IK Byzantion,95270,1124,,
IG Bulg 1(2),20047,2189|221,,
IG Bulg 4,62069,825,,
IG Bulg 5,75244,11935,,
IG Bulg 5,75340,13281,,
"IG Bulg 3,1",41172,1586|9966,,
IG Bulg 1(2),20014.2,2189,,
Other,100279,2189,,
IG Bulg 1(2),20047.2,2202|2219,,
"IG Bulg 3,1",41465,956,,
IG Bulg 1(2),20080,1124,,
"IG Bulg 3,1",40881,2176|2189|3674|2609,,
I Aeg Thrace,10013,3940,,
IG Bulg 5,75159,200,,
Other,100162,1403,,
IG Bulg 4,62173,35,,
IG Bulg 1(2),20022.2,2657|2658,,
"IG Bulg 3,1",40884,1196,,
Perinthos-Herakleia,80078,12356,,
IG Bulg 1(2),20047,2189|20,,
Perinthos-Herakleia,80206,335,,
"IG Bulg 3,1",41454,2177|7042|264,,
IK Byzantion,95315,15383,,
"IG Bulg 3,2",51592,2189|214,,
I Aeg Thrace,10315,4594|4595,,
IK Byzantion,95136,15019|3592,,
IG Bulg 1(2),20458.2,891,,
IG Bulg 1(2),20181,129,,
IG Bulg 4,62029,19,,
IG Bulg 1(2),20022.2,2189|2659,,
"IG Bulg 3,1",40884,7641,,
I Aeg Thrace,10424,1383,,
I Aeg Thrace,10033,854,,
IK Sestos,90020,3935,,
IG Bulg 5,75472,2173|2459|26,,
IK Byzantion,96013,684,,
"IG Bulg 3,2",51825,2189|8501,,
I Aeg Thrace,10237,1051,,
IG Bulg 1(2),20097,983,,
I Aeg Thrace,10035,3946,,
I Aeg Thrace,10036,3947,,
IG Bulg 4,62226,3891,,
"IG Bulg 3,1",41430,1194,,
IK Byzantion,95315,15385,,
IG Bulg 1(2),20046,2287,,
IG Bulg 1(2),20463.2,1576,,
IG Bulg 4,62271,11261,,
IG Bulg 5,75366,6237|2412|1064,,
IG Bulg 4,62264,11232|2176|2189|2609,,
IG Bulg 1(2),20110.2,3891,,
IK Byzantion,95351,10275,,
Perinthos-Herakleia,80049.1,2176|2664|12117,,
IG Bulg 1(2),20079,5807,,
Perinthos-Herakleia,80140,833,,
IG Bulg 1(2),20051,2287,,
IG Bulg 4,61961,9148,,
IK Sestos,90045,2173|14056|3732,,
Perinthos-Herakleia,80017,12019,,
IG Bulg 1(2),20314,1762,,
IG Bulg 1(2),20314,284,,
IG Bulg 5,75149,774,,
IG Bulg 5,75244,11940,,
"IG Bulg 3,1",40898,2176|2189|2261|56|6656,,
IG Bulg 2,30487,2229,,
IG Bulg 5,75887,2251,,
Perinthos-Herakleia,80042,196,,
IK Byzantion,95171,116,,
Other,100015,247,,
IG Bulg 1(2),20041,2784,,
IG Bulg 5,75829,2229,,
Other,100058,1150,,
IG Bulg 1(2),20047.2,2189|212,,
"IG Bulg 3,2",51581,2609,,
IK Sestos,90052,13034,,
Other,100088,142,,
Other,100391,228,,
I Aeg Thrace,10223,791,,
Perinthos-Herakleia,80061,1048,,
IG Bulg 1(2),20177.2,794,,
IG Bulg 5,75744,11398,,
IG Bulg 4,62070,3891,,
IG Bulg 5,75329,13227,,
IG Bulg 4,62120,1553,,
"IG Bulg 3,2",51868,2185|2257,,
Perinthos-Herakleia,80156,2189|2287,,
IG Bulg 4,62192,261,,
I Aeg Thrace,10387,3081,,
IG Bulg 4,61939,9064,,
Perinthos-Herakleia,80056,2175|2206|2261|3325|8075,,
"IG Bulg 3,1",41144,2177|7042|264,,
Perinthos-Herakleia,80061,12264,,
I Aeg Thrace,10168,566,,
"IG Bulg 3,2",51690,1085,,
I Aeg Thrace,10286,2287,,
I Aeg Thrace,10210,2358|2429|2357|8016,,
IG Bulg 5,75506,141,,
"IG Bulg 3,2",51690,3336|2206|3692,,
IG Bulg 2,30624,2609,,
IG Bulg 2,30631,2176|2189|2609,,
"IG Bulg 3,2",51559,6694,,
IG Bulg 4,62303,1713,,
"IG Bulg 3,1",40902,2211|611,,
"IG Bulg 3,2",51604,3713,,
I Aeg Thrace,10433,2997|2998,,
I Aeg Thrace,10165,963,,
IG Bulg 5,75164,11862,,
IG Bulg 5,75799,12652|5978,,
IG Bulg 5,75525,13442,,
"IG Bulg 3,2",51690,274,,
IG Bulg 1(2),20014,2189|228,,
IG Bulg 1(2),20053,3891,,
Perinthos-Herakleia,80065,12303,,
IG Bulg 1(2),20421,1744,,
IG Bulg 4,62267,11242,,
IG Bulg 4,62232,8232,,
IG Bulg 4,62052,2189|825,,
Other,100351,16278,,
"IG Bulg 3,1",40884,2204|67,,
IG Bulg 2,30712,6643|6644,,
IG Bulg 1(2),20401,1608,,
IK Byzantion,95383,214,,
"IG Bulg 3,1",41278,2176|2189|449,,
IG Bulg 4,62151,1192,,
I Aeg Thrace,10212,2287,,
IG Bulg 5,75659,2176|2189|2609|6652,,
Perinthos-Herakleia,80254,12950,,
Other,100330,8018,,
"IG Bulg 3,1",40908,2176|2189|2609,,
IG Bulg 1(2),20287,2204,,
I Aeg Thrace,10296,2177|2869|2241,,
IG Bulg 5,75103,627,,
IG Bulg 1(2),20047.2,2189|5856,,
IG Bulg 2,30602,2175|2181,,
"IG Bulg 3,1",41517,2188|11126,,
IG Bulg 5,75346,4399|13302,,
"IG Bulg 3,2",51818,1740,,
IG Bulg 4,61941,7941|1643,,
IG Bulg 1(2),20450,1667,,
I Aeg Thrace,10129,4112,,
I Aeg Thrace,10213,3891,,
I Aeg Thrace,10039,218,,
IG Bulg 1(2),20023,2176|2189|2261|56|6656,,
Other,100293,2176|2189|56,,
IG Bulg 5,75565,2189|1616,,
IG Bulg 2,30659,2176|2609,,
"IG Bulg 3,1",40932,1574,,
"IG Bulg 3,2",51631,305,,
IG Bulg 1(2),20168,512,,
I Aeg Thrace,10405,1202,,
IG Bulg 1(2),20322,2178|2196|2357|2622,,
IG Bulg 4,62009,2173|3726|3727|3728|2429,,
Other,100132,2173|15866|15862,,
"IG Bulg 3,1",41334,2189|264,,
I Aeg Thrace,10117,4095,,
IG Bulg 4,61957,9135,,
"IG Bulg 3,2",51690,7744,,
IK Byzantion,95077,14418,,
IG Bulg 1(2),20251,2626|5115,,
IG Bulg 1(2),20051.2,5641,,
"IG Bulg 3,1",41517,2189|56,,
IG Bulg 1(2),20051.2,2458,,
"IG Bulg 3,1",41517,781,,
"IG Bulg 3,2",51690,7893,,
"IG Bulg 3,1",41516,270,,
IK Byzantion,96051,14963,,
IG Bulg 2,30754,7003,,
IK Sestos,90015,1642,,
IG Bulg 1(2),20002,2278,,
"IG Bulg 3,1",41375,9709|6717,,
IG Bulg 2,30601,2429,,
"IG Bulg 3,2",51863,681,,
Other,100236,15970,,
I Aeg Thrace,10427,4747,,
IG Bulg 5,75409,9528,,
Other,100098,14442|15761,,
"IG Bulg 3,2",51762,2211|1347,,
IG Bulg 4,61925,9017,,
IG Bulg 5,75836,3891,,
Other,100145,390,,
I Aeg Thrace,10221,4346,,
IK Byzantion,95354,1267,,
IG Bulg 1(2),20016,2176|2189|390,,
IG Bulg 4,62195,1219,,
IG Bulg 1(2),20355,1194,,
IG Bulg 1(2),20401,214,,
IG Bulg 2,30556,1194,,
Perinthos-Herakleia,80061,141,,
I Aeg Thrace,10330,2913,,
IK Byzantion,95301,1132,,
IG Bulg 4,62037,2176|2458|683,,
IG Bulg 4,62293,1404,,
IG Bulg 2,30636,2261,,
IK Byzantion,95321,2179|15415|10698,,
I Aeg Thrace,10395,2173|3146|4703,,
IG Bulg 4,62261,3891,,
"IG Bulg 3,2",51795,135,,
I Aeg Thrace,10149,104,,
IG Bulg 4,62275,2688|11271|1404,,
IG Bulg 4,62169,2176|2412|212,,
IG Bulg 4,62056,1640,,
"IG Bulg 3,2",51589,2997|2283,,
"IG Bulg 3,1",40975,8647,,
"IG Bulg 3,1",41422,2177|10153|10154,,
I Aeg Thrace,10465,141,,
Perinthos-Herakleia,80072,12349,,
IG Bulg 1(2),20325,196,,
IG Bulg 4,62337,5078,,
IK Byzantion,95379,12426,,
IG Bulg 1(2),20201,3891,,
IG Bulg 1(2),20334.8,734,,
"IG Bulg 3,2",51770,1190,,
IG Bulg 1(2),20354.4,1593,,
IK Byzantion,95350,979,,
"IG Bulg 3,1",41516,1194,,
IK Byzantion,95131,15011,,
IG Bulg 4,62119,10478,,
I Aeg Thrace,10204,400,,
IG Bulg 4,62289,1752,,
I Aeg Thrace,10346,501,,
IG Bulg 1(2),20325,1385,,
IG Bulg 5,75039,11661,,
IG Bulg 5,75308,2244,,
IG Bulg 5,75468,2189|1349,,
IG Bulg 4,62036,2189|3178,,
IG Bulg 2,30845,7438,,
IK Byzantion,95248,6688,,
IG Bulg 5,75651,3891,,
IG Bulg 5,75630,2241,,
IG Bulg 4,61923,3891,,
"IG Bulg 3,1",41521,6688,,
IG Bulg 1(2),20046,1150,,
IG Bulg 1(2),20346,2211|3732,,
Perinthos-Herakleia,80288,13014,,
IG Bulg 2,30504,2452,,
IK Byzantion,95178,196,,
"IG Bulg 3,1",41143,273,,
IG Bulg 2,30867,1361,,
IG Bulg 4,62273,1404,,
IK Byzantion,96009,14216,,
Perinthos-Herakleia,80189,12809,,
IG Bulg 4,61917,2176|2189,,
IG Bulg 5,75153,11830,,
IG Bulg 5,75341,5916,,
"IG Bulg 3,1",41293,998,,
IG Bulg 1(2),20046,1248,,
IG Bulg 1(2),20046,85,,
"IG Bulg 3,1",41000,683,,
Perinthos-Herakleia,80261,12962,,
I Aeg Thrace,10398,3074,,
"IG Bulg 3,1",41312,922,,
IG Bulg 1(2),20426,1635,,
"IG Bulg 3,2",51700,2688|6860|11030,,
Perinthos-Herakleia,80219,6610,,
"IG Bulg 3,2",51563,2173|2458|3146|3147,,
IG Bulg 2,30645,2196|3741,,
IG Bulg 4,62142,2181|1192,,
I Aeg Thrace,10387,1433,,
IK Byzantion,95134,15017,,
I Aeg Thrace,10212,2723,,
Perinthos-Herakleia,80061,1411,,
IK Sestos,90032,2181,,
"IG Bulg 3,2",51787,1748,,
Perinthos-Herakleia,80157,2189|456,,
IG Bulg 1(2),20051,784,,
Other,100208,1432,,
IK Sestos,90016,1086,,
IG Bulg 2,30664,2358,,
IG Bulg 1(2),20284,32,,
"IG Bulg 3,1",41366,3891,,
IG Bulg 4,62040,7711|7713|7714,,
IG Bulg 5,75217,2179|2181|11879,,
"IG Bulg 3,1",40997,334,,
I Aeg Thrace,10212,1199,,
IG Bulg 5,75074,780|11725,,
I Aeg Thrace,10213,4328,,
Perinthos-Herakleia,80100,2452,,
IG Bulg 2,30693,335,,
IG Bulg 1(2),20110.2,3391,,
IG Bulg 1(2),20270,2189|196,,
IG Bulg 5,75076,7762,,
IG Bulg 4,62192,429,,
IG Bulg 4,62337,11398,,
IG Bulg 2,30677,6465|6466,,
I Aeg Thrace,10166,1671,,
"IG Bulg 3,1",41468,2181|10881,,
IG Bulg 5,75580,451,,
IK Byzantion,96035,1739,,
Perinthos-Herakleia,80259,3891,,
IK Byzantion,95297,1092,,
IG Bulg 4,61975,2189|2176,,
IG Bulg 1(2),20186,2264,,
"IG Bulg 3,1",40904,2176|2189,,
I Aeg Thrace,10212,286,,
IG Bulg 2,30628,2176|2609,,
"IG Bulg 3,1",41392,1558,,
IG Bulg 1(2),20066,3090,,
IG Bulg 1(2),20151,3522,,
IG Bulg 5,75883,1171,,
IG Bulg 5,75040,1150|11665,,
IG Bulg 1(2),20314,1640,,
IG Bulg 1(2),20128,1127,,
Perinthos-Herakleia,80040,11232,,
Perinthos-Herakleia,80074,2241,,
IG Bulg 5,75076,5611,,
"IG Bulg 3,1",41217,9026,,
Other,100166,2176|2203|11398,,
IG Bulg 1(2),20187.2,3621,,
IG Bulg 2,30646,2458|643,,
IK Byzantion,95105,4580,,
IG Bulg 5,75410,2175|2348,,
"IG Bulg 3,2",51690,247,,
IK Byzantion,95308,15372|2176,,
IG Bulg 1(2),20059,2179|2991|2992,,
"IG Bulg 3,1",41448,1028,,
IG Bulg 1(2),20385,2245,,
IG Bulg 1(2),20072,5889,,
I Aeg Thrace,10182,1302,,
IG Bulg 4,62234,1616,,
IK Byzantion,96017,11404,,
IG Bulg 1(2),20201,5018,,
Other,100192,3891|16428,,
IG Bulg 2,30632,2176|2458|3712,,
I Aeg Thrace,10082,2445|2446,,
IK Byzantion,95004,390,,
IG Bulg 5,75304,1601,,
Other,100386,228,,
"IG Bulg 3,1",41302,35|61,,
IG Bulg 4,61919,7132,,
IK Byzantion,95359,325,,
IG Bulg 1(2),20138,5723,,
"IG Bulg 3,1",41472,3191|2187|6807,,
Perinthos-Herakleia,80008,8016,,
"IG Bulg 3,2",51658,2177|2181|3443,,
IG Bulg 1(2),20051,5629,,
IG Bulg 1(2),20047.2,2189|5856,,
Perinthos-Herakleia,80057,841,,
"IG Bulg 3,1",41359,882,,
IG Bulg 4,62206,4437,,
Perinthos-Herakleia,80101,12426,,
"IG Bulg 3,1",41516,740,,
"IG Bulg 3,1",40891,2189|1640,,
IK Sestos,90046,14059,,
I Aeg Thrace,10263,2821,,
IG Bulg 1(2),20069,2429|4188,,
I Aeg Thrace,10289,84,,
IG Bulg 4,62318,8018,,
IG Bulg 1(2),20046,1150,,
IG Bulg 1(2),20047.2,2189|1576,,
"IG Bulg 3,2",51690,1508,,
"IG Bulg 3,2",51631,7225,,
IG Bulg 1(2),20051,128,,
IK Byzantion,95243,1638,,
"IG Bulg 3,2",51882,3235,,
"IG Bulg 3,2",51690,1442,,
IG Bulg 5,75281,437,,
"IG Bulg 3,2",51768,8322,,
IG Bulg 4,62247,2176|2204|2722,,
IG Bulg 4,62311,1713,,
IG Bulg 4,62344,3891,,
"IG Bulg 3,2",51650,2211|1327,,
I Aeg Thrace,10212,4287,,
Perinthos-Herakleia,80205,12837,,
"IG Bulg 3,2",51572,6774,,
IG Bulg 4,62192,943,,
IK Byzantion,95076,14414,,
"IG Bulg 3,1",41328,10291,,
Perinthos-Herakleia,80099,12415|12416,,
IG Bulg 4,62125,10502,,
"IG Bulg 3,1",40897,2176|2189|2261|56|6656,,
I Aeg Thrace,10049,3951,,
IG Bulg 1(2),20295,3891,,
"IG Bulg 3,2",51799,1495,,
"IG Bulg 3,2",51595,1616,,
"IG Bulg 3,2",51709,1515,,
"IG Bulg 3,1",40885,728|1626,,
IG Bulg 5,75691,13609|13612|4775,,
IG Bulg 1(2),20012,1433|666,,
"IG Bulg 3,2",51690,2211|7783,,
"IG Bulg 3,1",41146,9922,,
IG Bulg 2,30691,2189|1268,,
IG Bulg 1(2),20188,1248,,
I Aeg Thrace,10084,2178|2196|2457,,
"IG Bulg 3,1",41304,2196,,
IG Bulg 5,75234,335,,
"IG Bulg 3,2",51690,6597,,
Other,100345,26,,
Other,100118,988,,
I Aeg Thrace,10206,979,,
IK Sestos,90003,2179|13899,,
"IG Bulg 3,2",51690,274,,
IG Bulg 5,75579,2176|2204|2181|6169,,
"IG Bulg 3,2",51731,1476,,
Other,100199,1616|16451,,
IG Bulg 5,75771,7718|13618,,
IG Bulg 4,62231,2210|10777,,
IK Byzantion,95191,15121,,
IK Byzantion,95307,15366,,
Other,100069,15683,,
"IG Bulg 3,1",41003,9506,,
IG Bulg 4,62056,9734,,
"IG Bulg 3,2",51699,3738|2361,,
IG Bulg 5,75104,141,,
IK Byzantion,95203,135,,
IG Bulg 5,75290,2176|13156,,
IG Bulg 1(2),20031,4608,,
I Aeg Thrace,10384,792,,
IK Byzantion,95317,8728,,
I Aeg Thrace,10255,2810,,
IG Bulg 2,30728,2412|27,,
IG Bulg 5,75279,1640,,
IK Byzantion,95339,1629,,
IG Bulg 1(2),20419,1101,,
I Aeg Thrace,10225,1152,,
Other,100407,2688|6860|11030,,
IG Bulg 2,30626,2176|2189|2609,,
IG Bulg 2,30636,2609|2621,,
